RecordID,Date,City,State,Season,Temperature_C,Humidity_%,WindSpeed_kmph,Precipitation_mm,AirPressure_hPa,WeatherCondition
279,2024-04-08,Kolkata,West Bengal,Autumn,27.1,77,21.9,0.41,1015.8,Cloudy
280,2024-03-11,Ahmedabad,Gujarat,Summer,35.2,72,16.7,0.23,1030.4,Cloudy
281,2023-06-02,Pune,Maharashtra,Winter,18.1,35,5.8,0.48,1019.1,Haze
282,2022-01-25,Delhi,Delhi,Monsoon,23.4,88,20.3,12.43,997.4,Sunny
283,2023-04-02,Pune,Maharashtra,Autumn,25.9,55,7.9,1.45,1006.3,Sunny
284,2023-05-05,Bangalore,Karnataka,Autumn,29.0,89,2.9,0.98,1009.5,Storm
285,2023-04-03,Lucknow,Uttar Pradesh,Summer,34.1,51,23.5,0.21,1014.0,Haze
286,2022-06-28,Lucknow,Uttar Pradesh,Summer,32.2,42,25.6,0.52,1014.8,Sunny
287,2022-09-07,Bangalore,Karnataka,Summer,38.6,74,21.2,0.9,999.8,Rain
288,2022-09-09,Mumbai,Maharashtra,Winter,26.2,60,16.7,1.07,1015.9,Rain
289,2022-12-05,Lucknow,Uttar Pradesh,Autumn,27.0,38,30.4,0.78,1008.0,Haze
290,2022-07-22,Hyderabad,Telangana,Autumn,27.9,69,14.6,0.19,1009.7,Rain
291,2022-01-23,Hyderabad,Telangana,Summer,36.3,46,11.3,0.94,1002.7,Fog
292,2022-05-24,Hyderabad,Telangana,Autumn,23.8,46,23.1,0.86,1011.0,Fog
293,2022-07-27,Jaipur,Rajasthan,Monsoon,32.5,60,31.3,1.49,999.7,Storm
294,2022-03-27,Jaipur,Rajasthan,Autumn,22.7,62,26.9,0.85,1015.3,Cloudy
295,2023-06-09,Ahmedabad,Gujarat,Autumn,23.9,72,21.7,0.34,1012.5,Rain
296,2022-07-20,Mumbai,Maharashtra,Winter,23.1,37,29.9,1.22,1013.2,Haze
297,2023-03-18,Delhi,Delhi,Autumn,26.3,46,22.8,0.9,1003.8,Cloudy
298,2023-05-26,Kolkata,West Bengal,Summer,33.7,82,21.9,0.3,1014.5,Fog
299,2024-05-01,Delhi,Delhi,Monsoon,29.7,58,31.9,11.42,1007.0,Sunny
300,2022-11-25,Hyderabad,Telangana,Winter,9.9,69,26.3,1.39,1013.9,Rain
301,2023-10-13,Chennai,Tamil Nadu,Summer,39.2,59,22.1,1.24,1010.9,Storm
302,2024-03-13,Ahmedabad,Gujarat,Summer,27.0,90,3.2,0.14,1005.0,Haze
303,2022-02-07,Ahmedabad,Gujarat,Autumn,27.6,84,27.2,0.04,1003.6,Haze
304,2023-02-21,Mumbai,Maharashtra,Monsoon,24.5,61,1.5,11.87,1019.7,Rain
305,2023-02-11,Bangalore,Karnataka,Monsoon,27.4,93,30.1,2.45,1014.6,Storm
306,2023-05-01,Jaipur,Rajasthan,Monsoon,27.5,69,21.7,16.92,1016.6,Sunny
307,2022-10-24,Hyderabad,Telangana,Monsoon,21.2,59,17.2,1.2,1012.8,Sunny
308,2022-09-08,Delhi,Delhi,Summer,34.4,67,28.0,0.7,1013.1,Storm
309,2023-11-08,Chennai,Tamil Nadu,Winter,21.8,37,14.0,4.29,1010.5,Haze
310,2022-05-24,Bangalore,Karnataka,Monsoon,27.6,73,13.7,0.97,996.2,Rain
311,2024-04-08,Chennai,Tamil Nadu,Monsoon,28.0,39,8.9,1.37,1011.2,Haze
312,2022-09-27,Pune,Maharashtra,Autumn,27.2,39,30.2,0.43,1009.2,Haze
313,2022-01-19,Jaipur,Rajasthan,Autumn,24.9,42,1.5,4.58,1026.0,Fog
314,2022-02-08,Delhi,Delhi,Monsoon,33.0,52,25.3,0.21,1020.3,Haze
315,2022-04-30,Lucknow,Uttar Pradesh,Monsoon,27.9,61,33.7,1.32,1013.4,Sunny
316,2022-01-24,Pune,Maharashtra,Monsoon,27.9,60,10.5,6.84,999.4,Fog
317,2023-09-14,Lucknow,Uttar Pradesh,Monsoon,21.7,74,5.3,2.01,1008.3,Cloudy
318,2022-02-09,Chennai,Tamil Nadu,Winter,13.6,71,18.5,0.44,1014.2,Haze
319,2024-05-04,Hyderabad,Telangana,Winter,17.2,67,25.0,1.06,998.4,Storm
320,2023-02-24,Lucknow,Uttar Pradesh,Winter,24.1,87,32.9,1.88,1001.2,Haze
321,2023-11-23,Ahmedabad,Gujarat,Autumn,22.2,42,32.7,1.99,997.2,Cloudy
322,2022-11-09,Chennai,Tamil Nadu,Autumn,29.1,91,20.0,1.22,1011.1,Haze
323,2023-02-11,Chennai,Tamil Nadu,Summer,36.6,70,1.1,0.11,1008.4,Storm
324,2022-02-22,Mumbai,Maharashtra,Summer,34.2,54,18.8,2.31,1007.8,Fog
325,2022-01-25,Hyderabad,Telangana,Summer,28.7,60,33.4,1.65,1018.4,Fog
326,2023-11-11,Kolkata,West Bengal,Autumn,24.7,42,8.2,0.35,1017.3,Fog
327,2023-04-18,Hyderabad,Telangana,Monsoon,29.9,54,12.8,3.51,1015.1,Rain
328,2023-08-18,Mumbai,Maharashtra,Autumn,25.9,46,13.8,1.48,998.6,Storm
329,2023-05-31,Delhi,Delhi,Summer,25.0,62,0.1,1.29,1014.7,Rain
330,2022-11-08,Lucknow,Uttar Pradesh,Autumn,27.5,36,8.5,2.45,1017.6,Cloudy
331,2022-07-01,Bangalore,Karnataka,Autumn,28.2,42,19.8,1.52,1004.8,Fog
332,2023-04-07,Chennai,Tamil Nadu,Summer,27.9,85,13.1,0.29,1013.5,Rain
333,2023-11-16,Pune,Maharashtra,Autumn,29.2,38,15.1,0.06,1013.7,Rain
334,2023-03-13,Chennai,Tamil Nadu,Winter,22.9,66,0.8,0.76,1008.3,Haze
335,2023-11-15,Hyderabad,Telangana,Autumn,27.0,64,4.0,0.17,1012.5,Fog
336,2023-10-10,Ahmedabad,Gujarat,Summer,39.6,38,11.1,0.0,999.5,Storm
337,2023-09-28,Ahmedabad,Gujarat,Winter,24.0,43,16.3,0.68,1008.1,Cloudy
338,2023-04-22,Jaipur,Rajasthan,Summer,31.9,58,29.9,0.12,1025.4,Rain
339,2023-02-11,Chennai,Tamil Nadu,Autumn,22.9,53,10.8,2.25,1013.6,Storm
340,2022-03-21,Delhi,Delhi,Summer,33.3,77,29.6,1.58,999.4,Cloudy
341,2024-05-25,Bangalore,Karnataka,Autumn,31.2,57,23.4,2.54,1004.4,Sunny
342,2024-06-08,Hyderabad,Telangana,Autumn,25.0,48,33.8,1.02,1008.2,Fog
343,2024-02-13,Pune,Maharashtra,Autumn,28.4,74,17.3,6.51,1008.5,Cloudy
344,2022-05-10,Bangalore,Karnataka,Winter,13.4,54,9.4,0.8,1026.4,Storm
345,2024-01-22,Lucknow,Uttar Pradesh,Summer,33.2,55,28.8,2.4,1009.0,Storm
346,2022-07-06,Jaipur,Rajasthan,Autumn,24.8,66,7.7,0.4,1017.0,Sunny
347,2023-04-17,Bangalore,Karnataka,Summer,32.5,78,0.5,4.04,1007.5,Rain
348,2023-11-02,Hyderabad,Telangana,Monsoon,21.9,45,28.0,1.25,1011.5,Storm
349,2023-11-17,Pune,Maharashtra,Monsoon,28.8,75,15.8,10.96,1012.7,Rain
350,2022-12-04,Jaipur,Rajasthan,Monsoon,32.4,58,16.2,1.63,1010.4,Sunny
351,2022-07-14,Hyderabad,Telangana,Winter,13.1,35,23.4,1.14,1006.3,Rain
352,2024-04-18,Chennai,Tamil Nadu,Winter,12.8,35,28.9,1.04,1017.3,Rain
353,2024-03-03,Jaipur,Rajasthan,Monsoon,26.5,39,19.0,2.6,1017.2,Haze
354,2022-10-31,Pune,Maharashtra,Winter,18.9,56,24.3,0.75,1011.1,Fog
355,2024-04-29,Kolkata,West Bengal,Summer,27.5,79,31.4,1.04,1016.5,Rain
356,2022-05-25,Jaipur,Rajasthan,Winter,19.8,61,3.9,0.76,1003.9,Sunny
357,2023-04-02,Lucknow,Uttar Pradesh,Monsoon,24.4,65,29.9,7.73,1010.2,Rain
358,2022-02-14,Pune,Maharashtra,Summer,27.9,90,18.2,1.19,1004.7,Storm
359,2022-01-18,Mumbai,Maharashtra,Autumn,32.2,37,32.7,0.13,997.8,Sunny
360,2022-09-04,Pune,Maharashtra,Monsoon,29.3,74,25.9,1.91,1007.1,Storm
361,2023-05-27,Mumbai,Maharashtra,Monsoon,28.8,83,21.5,2.97,1016.7,Fog
362,2023-09-05,Pune,Maharashtra,Summer,25.4,57,34.4,1.19,1011.0,Haze
363,2022-10-15,Ahmedabad,Gujarat,Winter,14.8,47,4.0,0.44,1004.1,Sunny
364,2023-11-12,Bangalore,Karnataka,Summer,34.3,70,34.4,0.54,1011.5,Rain
365,2023-11-20,Hyderabad,Telangana,Winter,10.2,45,10.0,1.46,1003.2,Sunny
366,2023-04-01,Hyderabad,Telangana,Monsoon,25.6,84,8.1,3.96,1019.4,Rain
367,2023-04-15,Jaipur,Rajasthan,Winter,16.9,47,25.9,2.97,1000.8,Cloudy
368,2022-06-18,Pune,Maharashtra,Autumn,31.3,54,8.7,0.68,1004.1,Fog
369,2022-09-07,Bangalore,Karnataka,Monsoon,26.0,48,30.8,9.57,1017.1,Fog
370,2022-06-16,Ahmedabad,Gujarat,Monsoon,28.7,64,30.9,1.1,999.0,Haze
371,2023-07-16,Chennai,Tamil Nadu,Autumn,23.0,87,3.7,0.25,1011.3,Haze
372,2023-10-06,Delhi,Delhi,Winter,21.4,71,13.2,0.55,1002.6,Sunny
373,2024-03-21,Mumbai,Maharashtra,Monsoon,26.9,73,27.0,0.59,998.4,Storm
374,2022-07-17,Hyderabad,Telangana,Monsoon,37.4,91,23.5,2.92,1002.2,Haze
375,2022-07-03,Chennai,Tamil Nadu,Summer,25.7,89,7.9,1.86,1007.2,Fog
376,2022-07-17,Ahmedabad,Gujarat,Autumn,24.6,94,34.4,0.14,1010.9,Sunny
377,2023-09-27,Delhi,Delhi,Winter,11.6,59,9.8,0.38,1019.5,Fog
378,2023-10-14,Delhi,Delhi,Summer,40.8,75,30.0,1.14,1015.0,Fog
379,2024-04-19,Delhi,Delhi,Monsoon,33.8,37,22.2,1.3,1012.9,Fog
380,2023-10-09,Mumbai,Maharashtra,Summer,34.9,62,5.7,1.05,1010.1,Rain
381,2023-04-15,Chennai,Tamil Nadu,Winter,10.9,64,24.8,0.89,1010.7,Sunny
382,2024-01-27,Ahmedabad,Gujarat,Winter,14.1,82,13.9,0.82,1004.8,Haze
383,2024-01-18,Ahmedabad,Gujarat,Monsoon,27.3,44,9.8,2.2,1016.7,Sunny
384,2024-02-17,Mumbai,Maharashtra,Summer,38.7,83,21.7,0.87,1015.7,Haze
385,2022-11-04,Pune,Maharashtra,Autumn,23.2,85,11.2,0.16,1000.1,Storm
386,2022-12-02,Bangalore,Karnataka,Winter,17.7,51,11.2,1.06,1007.2,Haze
387,2024-03-09,Pune,Maharashtra,Monsoon,29.3,79,13.2,4.76,1010.5,Storm
388,2023-05-13,Jaipur,Rajasthan,Summer,36.5,50,21.7,1.39,1011.9,Cloudy
389,2022-02-04,Pune,Maharashtra,Autumn,24.5,75,23.5,0.23,999.9,Fog
390,2022-06-30,Ahmedabad,Gujarat,Summer,28.6,66,18.8,1.49,1009.6,Rain
391,2022-10-23,Ahmedabad,Gujarat,Summer,34.6,86,16.8,1.38,1009.6,Rain
392,2024-03-21,Hyderabad,Telangana,Winter,8.6,88,6.6,0.5,1017.7,Sunny
393,2024-01-02,Hyderabad,Telangana,Winter,24.0,73,18.4,0.03,998.9,Sunny
394,2023-10-12,Jaipur,Rajasthan,Summer,28.9,61,25.6,0.58,1015.2,Cloudy
395,2022-12-09,Pune,Maharashtra,Monsoon,27.3,71,8.5,11.31,1006.0,Rain
396,2023-11-19,Jaipur,Rajasthan,Winter,11.4,78,25.1,1.22,1005.6,Fog
397,2023-09-17,Pune,Maharashtra,Summer,31.9,44,15.4,0.75,998.3,Cloudy
398,2022-12-14,Chennai,Tamil Nadu,Winter,20.8,74,25.6,0.79,1014.1,Rain
399,2023-08-10,Mumbai,Maharashtra,Monsoon,30.5,68,26.5,1.97,1012.6,Storm
400,2023-05-04,Chennai,Tamil Nadu,Winter,13.2,91,32.6,0.4,1000.0,Fog
401,2022-07-15,Mumbai,Maharashtra,Autumn,29.5,90,9.4,1.14,1004.2,Cloudy
402,2022-11-03,Pune,Maharashtra,Winter,17.9,91,9.6,0.66,1000.2,Haze
403,2022-09-03,Chennai,Tamil Nadu,Autumn,29.2,35,20.5,0.05,1004.3,Fog
404,2023-03-31,Lucknow,Uttar Pradesh,Monsoon,23.9,84,1.8,2.17,1007.1,Rain
405,2022-04-16,Kolkata,West Bengal,Autumn,28.5,49,28.7,1.64,1010.1,Rain
406,2023-09-15,Delhi,Delhi,Summer,28.2,70,29.3,0.75,1016.7,Fog
407,2023-08-19,Kolkata,West Bengal,Autumn,23.1,66,14.6,0.54,1012.3,Sunny
408,2023-09-12,Mumbai,Maharashtra,Summer,37.7,91,33.0,0.76,1012.8,Sunny
409,2022-05-30,Lucknow,Uttar Pradesh,Summer,31.0,63,18.9,0.78,1008.7,Haze
410,2022-07-15,Hyderabad,Telangana,Summer,34.4,61,1.2,1.18,1004.8,Rain
411,2023-06-20,Chennai,Tamil Nadu,Monsoon,27.1,59,31.0,3.33,1015.9,Rain
412,2022-03-02,Bangalore,Karnataka,Summer,43.5,46,26.0,0.44,1019.7,Haze
413,2024-05-08,Pune,Maharashtra,Winter,19.3,86,9.6,0.11,1009.6,Rain
414,2022-05-15,Pune,Maharashtra,Winter,15.7,88,1.8,1.37,1009.9,Haze
415,2024-04-08,Mumbai,Maharashtra,Winter,22.8,66,23.2,0.09,1006.9,Storm
416,2023-05-08,Hyderabad,Telangana,Autumn,29.7,89,26.8,0.34,1017.5,Sunny
417,2022-03-13,Lucknow,Uttar Pradesh,Summer,36.0,77,32.6,0.31,1011.1,Cloudy
418,2022-09-03,Delhi,Delhi,Monsoon,29.2,59,21.4,1.31,1001.6,Fog
419,2024-03-23,Ahmedabad,Gujarat,Winter,23.2,38,1.7,0.59,998.7,Cloudy
420,2024-03-13,Bangalore,Karnataka,Winter,13.7,44,12.2,0.59,1020.1,Rain
421,2023-07-22,Kolkata,West Bengal,Summer,34.1,82,9.7,0.67,1005.5,Cloudy
422,2022-03-13,Mumbai,Maharashtra,Monsoon,31.8,60,4.0,2.6,1019.0,Fog
423,2023-02-23,Pune,Maharashtra,Summer,37.7,69,8.8,0.56,1016.7,Haze
424,2023-08-09,Hyderabad,Telangana,Autumn,24.3,82,13.2,0.03,1013.6,Rain
425,2022-09-11,Kolkata,West Bengal,Monsoon,28.7,59,9.7,3.82,1004.6,Storm
426,2022-11-05,Delhi,Delhi,Autumn,28.2,88,27.5,0.1,1007.1,Sunny
427,2022-09-24,Pune,Maharashtra,Autumn,24.2,56,32.4,0.52,999.5,Sunny
428,2024-01-03,Hyderabad,Telangana,Summer,30.2,80,11.2,3.3,1007.8,Fog
429,2022-03-19,Kolkata,West Bengal,Autumn,27.4,77,20.6,1.85,1017.0,Rain
430,2023-09-28,Delhi,Delhi,Autumn,29.3,80,6.8,1.43,1022.9,Storm
431,2023-08-12,Pune,Maharashtra,Summer,37.5,46,0.5,0.03,1009.4,Sunny
432,2022-08-05,Hyderabad,Telangana,Winter,15.2,85,28.3,0.04,992.2,Haze
433,2023-09-23,Pune,Maharashtra,Winter,23.2,71,30.0,1.04,1009.2,Cloudy
434,2023-12-05,Jaipur,Rajasthan,Winter,23.8,40,14.1,0.66,1023.5,Cloudy
435,2023-01-26,Jaipur,Rajasthan,Summer,33.4,61,6.1,0.18,1000.8,Storm
436,2022-09-20,Pune,Maharashtra,Monsoon,28.5,75,30.4,4.32,1011.7,Storm
437,2023-07-03,Jaipur,Rajasthan,Winter,14.4,37,26.5,2.78,1019.8,Haze
438,2024-03-04,Kolkata,West Bengal,Winter,18.2,45,13.6,0.11,1008.6,Rain
439,2022-09-09,Ahmedabad,Gujarat,Summer,28.8,82,31.7,1.01,993.7,Rain
440,2023-05-20,Mumbai,Maharashtra,Monsoon,25.5,74,3.5,0.18,1021.1,Haze
441,2023-02-23,Kolkata,West Bengal,Summer,23.7,36,19.8,0.04,1021.5,Haze
442,2023-10-09,Bangalore,Karnataka,Autumn,27.4,83,15.8,0.43,1000.1,Rain
443,2022-05-24,Lucknow,Uttar Pradesh,Monsoon,31.6,92,19.3,3.62,1007.8,Rain
444,2023-01-19,Hyderabad,Telangana,Winter,16.5,85,29.1,0.17,1003.0,Cloudy
445,2022-01-19,Hyderabad,Telangana,Autumn,24.4,67,12.3,3.2,1008.0,Haze
446,2024-01-07,Bangalore,Karnataka,Autumn,29.0,61,22.6,0.93,1015.0,Haze
447,2023-01-13,Jaipur,Rajasthan,Summer,32.1,68,0.3,0.9,995.9,Cloudy
448,2023-09-15,Jaipur,Rajasthan,Winter,15.8,75,12.4,0.7,1016.6,Cloudy
449,2024-03-26,Bangalore,Karnataka,Winter,23.3,89,30.5,0.3,1015.7,Fog
450,2022-03-08,Jaipur,Rajasthan,Monsoon,28.4,48,8.5,3.16,1001.6,Haze
451,2022-05-05,Bangalore,Karnataka,Autumn,20.9,42,5.6,1.26,1014.0,Storm
452,2022-08-03,Chennai,Tamil Nadu,Autumn,26.2,86,4.1,0.91,1004.6,Sunny
453,2022-01-08,Delhi,Delhi,Winter,19.6,63,31.4,0.86,1008.1,Sunny
454,2023-08-08,Bangalore,Karnataka,Autumn,27.4,94,2.1,0.14,1010.4,Rain
455,2023-02-24,Pune,Maharashtra,Summer,27.9,49,24.1,0.88,1004.4,Storm
456,2022-06-07,Bangalore,Karnataka,Monsoon,29.3,36,25.8,1.17,1012.4,Haze
457,2023-06-17,Lucknow,Uttar Pradesh,Winter,16.7,36,18.1,1.18,1004.2,Rain
458,2022-12-04,Pune,Maharashtra,Winter,16.2,89,34.6,2.33,1004.8,Haze
459,2023-02-03,Mumbai,Maharashtra,Autumn,30.8,60,10.4,0.42,1008.3,Fog
460,2022-10-28,Lucknow,Uttar Pradesh,Monsoon,29.2,40,23.8,0.34,1012.7,Storm
461,2023-09-05,Lucknow,Uttar Pradesh,Autumn,23.3,83,27.2,0.26,1016.5,Cloudy
462,2022-05-20,Delhi,Delhi,Autumn,36.1,92,27.9,0.65,1012.9,Storm
463,2023-10-18,Kolkata,West Bengal,Winter,13.6,56,28.7,1.21,1000.9,Sunny
464,2022-03-28,Mumbai,Maharashtra,Autumn,33.8,38,0.7,0.51,1009.5,Storm
465,2023-09-04,Delhi,Delhi,Monsoon,30.7,77,26.2,3.32,1016.4,Rain
466,2023-08-09,Delhi,Delhi,Winter,19.3,65,34.6,0.83,1014.9,Rain
467,2023-08-10,Jaipur,Rajasthan,Autumn,24.9,48,32.4,1.09,1011.1,Rain
468,2023-04-27,Chennai,Tamil Nadu,Autumn,26.3,58,25.2,0.91,1022.4,Fog
469,2023-12-11,Ahmedabad,Gujarat,Summer,36.7,86,10.7,2.85,1009.9,Storm
470,2023-10-18,Ahmedabad,Gujarat,Autumn,26.8,64,1.1,0.26,1011.8,Haze
471,2023-07-23,Lucknow,Uttar Pradesh,Autumn,30.4,77,12.0,0.27,1009.6,Haze
472,2023-11-28,Lucknow,Uttar Pradesh,Summer,35.0,57,5.6,1.87,1008.6,Fog
473,2022-07-21,Mumbai,Maharashtra,Autumn,32.0,40,10.8,0.88,1016.8,Fog
474,2022-02-05,Bangalore,Karnataka,Autumn,34.5,39,6.7,2.34,1012.8,Rain
475,2022-01-26,Jaipur,Rajasthan,Winter,24.5,40,18.6,0.4,1005.0,Haze
476,2023-05-18,Kolkata,West Bengal,Winter,11.5,79,34.1,1.41,1006.3,Fog
477,2023-07-04,Pune,Maharashtra,Autumn,27.7,47,21.4,0.16,1003.7,Cloudy
478,2022-02-01,Mumbai,Maharashtra,Monsoon,28.2,67,16.5,3.66,1011.3,Storm
479,2023-04-09,Chennai,Tamil Nadu,Winter,12.7,59,33.4,0.43,1004.9,Fog
480,2022-01-20,Mumbai,Maharashtra,Summer,34.4,46,25.8,1.66,1015.3,Haze
481,2022-08-13,Ahmedabad,Gujarat,Monsoon,28.0,73,25.1,11.31,1013.1,Fog
482,2022-09-14,Chennai,Tamil Nadu,Summer,34.9,78,25.1,1.38,1025.0,Rain
483,2023-03-23,Ahmedabad,Gujarat,Summer,30.6,94,11.9,0.68,1007.5,Rain
484,2023-02-19,Lucknow,Uttar Pradesh,Monsoon,26.8,58,7.7,2.66,1003.9,Haze
485,2023-11-20,Ahmedabad,Gujarat,Monsoon,29.8,35,28.6,2.8,1019.3,Storm
486,2023-07-11,Lucknow,Uttar Pradesh,Winter,14.0,80,6.5,0.56,1003.3,Rain
487,2024-02-25,Jaipur,Rajasthan,Winter,18.0,93,9.1,1.2,1002.8,Rain
488,2022-07-27,Ahmedabad,Gujarat,Summer,33.4,80,9.3,1.19,1014.4,Fog
489,2023-09-25,Mumbai,Maharashtra,Winter,20.5,40,32.8,2.34,1018.3,Haze
490,2022-04-15,Chennai,Tamil Nadu,Summer,34.3,64,25.8,1.96,1005.3,Storm
491,2024-01-08,Lucknow,Uttar Pradesh,Summer,32.5,64,22.5,2.09,1000.8,Rain
492,2023-03-07,Pune,Maharashtra,Summer,30.3,50,10.2,1.26,1009.3,Rain
493,2024-02-27,Mumbai,Maharashtra,Autumn,21.4,86,24.4,0.59,1011.8,Cloudy
494,2024-04-05,Lucknow,Uttar Pradesh,Autumn,21.4,37,7.5,0.68,1004.0,Rain
495,2024-01-21,Jaipur,Rajasthan,Summer,31.5,47,34.4,0.15,1015.1,Cloudy
496,2024-03-05,Hyderabad,Telangana,Autumn,28.3,83,29.5,1.97,1004.5,Storm
497,2022-09-03,Pune,Maharashtra,Summer,32.2,50,20.1,0.83,1011.7,Sunny
498,2022-08-31,Kolkata,West Bengal,Summer,34.7,48,18.1,0.74,1004.5,Cloudy
499,2023-04-23,Lucknow,Uttar Pradesh,Monsoon,25.2,86,11.3,12.58,1013.7,Cloudy
500,2023-02-11,Kolkata,West Bengal,Monsoon,30.4,56,0.6,3.25,1001.1,Haze
501,2023-02-17,Bangalore,Karnataka,Autumn,23.5,38,5.8,1.3,1006.8,Sunny
502,2022-03-03,Hyderabad,Telangana,Winter,21.6,38,8.3,0.02,1006.4,Sunny
503,2023-11-29,Mumbai,Maharashtra,Winter,23.5,88,3.8,0.19,1014.3,Storm
504,2022-07-22,Ahmedabad,Gujarat,Summer,32.6,90,6.0,0.21,1006.9,Cloudy
505,2022-08-09,Mumbai,Maharashtra,Monsoon,24.2,78,34.9,0.56,1008.6,Haze
506,2023-01-21,Bangalore,Karnataka,Summer,28.9,42,16.2,2.24,1007.1,Haze
507,2023-09-05,Bangalore,Karnataka,Summer,29.5,69,0.3,0.85,1007.1,Storm
508,2024-05-30,Hyderabad,Telangana,Summer,36.6,84,3.2,0.87,1012.1,Haze
509,2022-03-11,Kolkata,West Bengal,Summer,33.2,75,28.0,1.67,1010.1,Haze
510,2022-10-03,Pune,Maharashtra,Winter,17.2,77,29.0,1.1,1005.6,Cloudy
511,2024-01-13,Lucknow,Uttar Pradesh,Winter,14.4,84,0.9,1.33,1019.7,Cloudy
512,2022-09-25,Ahmedabad,Gujarat,Winter,12.6,56,23.0,0.23,999.7,Sunny
513,2023-01-28,Kolkata,West Bengal,Autumn,28.7,53,33.8,0.83,1003.4,Haze
514,2023-04-25,Mumbai,Maharashtra,Autumn,24.1,54,32.4,0.65,1006.2,Haze
515,2022-03-06,Delhi,Delhi,Autumn,23.0,92,1.4,1.55,1008.3,Sunny
516,2024-06-15,Jaipur,Rajasthan,Autumn,25.8,43,33.2,0.58,1020.7,Cloudy
517,2023-01-07,Ahmedabad,Gujarat,Summer,38.8,45,23.1,1.19,1012.7,Cloudy
518,2022-01-23,Pune,Maharashtra,Autumn,23.1,84,7.9,0.0,1004.5,Cloudy
519,2024-02-16,Delhi,Delhi,Autumn,28.3,41,10.5,0.81,1008.3,Rain
520,2023-03-22,Chennai,Tamil Nadu,Autumn,28.5,88,15.1,1.17,1022.7,Storm
521,2024-02-15,Jaipur,Rajasthan,Summer,37.7,41,34.5,0.87,1004.9,Rain
522,2023-03-31,Jaipur,Rajasthan,Autumn,26.0,44,25.9,5.89,1009.2,Rain
523,2023-05-27,Chennai,Tamil Nadu,Summer,33.1,69,17.9,0.44,1015.6,Rain
524,2022-09-09,Pune,Maharashtra,Summer,34.3,73,9.6,1.3,1004.0,Haze
525,2024-04-26,Jaipur,Rajasthan,Autumn,29.6,72,2.0,0.1,996.4,Fog
526,2022-05-28,Kolkata,West Bengal,Autumn,23.9,90,6.7,0.4,1007.7,Storm
527,2022-03-19,Mumbai,Maharashtra,Winter,15.0,66,10.7,0.79,1020.5,Cloudy
528,2022-02-21,Delhi,Delhi,Monsoon,25.3,84,22.8,7.38,1001.9,Sunny
529,2023-02-02,Kolkata,West Bengal,Winter,21.6,60,30.7,4.49,1018.6,Sunny
530,2022-03-28,Delhi,Delhi,Summer,31.8,69,11.0,0.46,1014.8,Sunny
531,2022-10-29,Pune,Maharashtra,Summer,39.3,85,7.5,0.29,997.8,Fog
532,2022-08-26,Hyderabad,Telangana,Winter,18.6,72,17.1,5.42,1006.0,Sunny
533,2023-08-05,Chennai,Tamil Nadu,Winter,14.0,75,7.5,0.78,1001.3,Fog
534,2023-07-12,Pune,Maharashtra,Monsoon,30.7,80,24.6,4.3,1014.0,Sunny
535,2022-06-18,Delhi,Delhi,Summer,39.8,86,30.0,1.49,1011.0,Rain
536,2023-12-06,Mumbai,Maharashtra,Winter,18.3,37,25.2,0.2,1013.8,Storm
537,2023-09-13,Bangalore,Karnataka,Autumn,29.6,49,6.2,0.36,1018.6,Storm
538,2023-09-05,Hyderabad,Telangana,Autumn,29.4,68,3.4,0.77,1016.0,Sunny
539,2022-04-25,Delhi,Delhi,Winter,17.8,66,29.0,1.36,1020.8,Fog
540,2022-05-04,Ahmedabad,Gujarat,Autumn,25.9,54,15.1,0.4,1010.3,Storm
541,2023-04-15,Hyderabad,Telangana,Summer,34.3,46,12.7,0.33,1010.6,Sunny
542,2022-01-29,Mumbai,Maharashtra,Winter,25.3,65,15.0,2.74,1012.9,Sunny
543,2022-09-05,Lucknow,Uttar Pradesh,Monsoon,30.0,45,23.6,2.08,1016.3,Sunny
544,2024-03-17,Lucknow,Uttar Pradesh,Winter,16.4,93,17.4,0.47,1012.5,Sunny
545,2023-08-03,Hyderabad,Telangana,Summer,25.9,77,29.6,0.54,1004.8,Cloudy
546,2022-09-03,Ahmedabad,Gujarat,Monsoon,25.7,57,21.7,1.28,1016.1,Rain
547,2024-05-29,Kolkata,West Bengal,Monsoon,27.3,87,5.8,3.26,1002.2,Rain
548,2022-02-28,Ahmedabad,Gujarat,Summer,24.7,91,34.2,0.62,997.8,Sunny
549,2024-05-27,Kolkata,West Bengal,Summer,42.0,91,7.9,0.12,1011.5,Rain
550,2022-04-28,Bangalore,Karnataka,Monsoon,29.5,85,20.5,1.91,997.6,Sunny
551,2023-01-10,Bangalore,Karnataka,Autumn,24.2,61,0.6,0.49,1003.3,Fog
552,2022-04-25,Ahmedabad,Gujarat,Monsoon,24.5,44,33.5,3.33,1005.3,Cloudy
553,2024-03-18,Bangalore,Karnataka,Autumn,23.7,82,8.4,0.11,1009.3,Storm
554,2022-11-13,Delhi,Delhi,Autumn,30.7,55,15.3,1.58,1014.6,Fog
555,2023-07-18,Mumbai,Maharashtra,Monsoon,27.8,48,30.9,1.29,1021.6,Storm
556,2024-04-21,Lucknow,Uttar Pradesh,Winter,8.1,39,4.5,1.48,1015.7,Storm
557,2023-12-12,Bangalore,Karnataka,Winter,18.5,72,34.6,0.38,1021.9,Sunny
558,2023-12-24,Chennai,Tamil Nadu,Winter,21.8,85,11.8,2.14,1012.4,Rain
